	Ryan.WT.Con7.732519	Ryan.WT.Abd.732465	Ryan.WT.Col.732487	Ryan.WT.Cec.732545	Ryan.WT.Fec.732502	TH.CVA.WT.Cec.732496	Uri.Jake.TGCec.732550	Jordan.Lisette.TG.Cec.732483	Joshua.Jose.WTFec.732466	TH.CVA.WT.Col.732504	Gail.TG.Col.732544	Joey.Aaron.Kyle.WT.Col.732503	Joey.Aaron.Kyle.WT.Cec.732518	Elizabeth.Chris.WT.Cec.732516	Elizabeth.Chris.WT.Fec.732549	Uri.Jake.TGCol.732482	Joshua.Jose.WTCon1.732471	Joey.Aaron.Kyle.WT.Con1.732511	Joshua.Jose.WTCol.732534	Chen.Lladser.WT.Cec.732509	TH.CVA.WT.Fec.732553	Nick.Krishna.TG.Ile.732501	Joey.Aaron.Kyle.WT.Fec.732462	Wang.TG.Col.732505	Brad.Jon.WT.Fec.732480	Nick.Krishna.TG.Cec.732493	Nick.Krishna.TG.Col.732532	Jordan.Lisette.TG.Con1.732484	Uri.Jake.TGFec.732494	Joey.Aaron.Kyle.WT.Ile.732540	Gail.TG.Fec.732514	Brad.Jon.WT.Col.732469	Wang.TG.Cec.732527	Elizabeth.Chris.WT.Con1.732495	Uri.Jake.TGIle.732486	TH.CVA.WT.Ile.732517	Uri.Jake.TGCon1.732472	Gail.TG.Cec.732526	Jordan.Lisette.TG.Fec.732499	Gail.TG.Ile.732556	Wang.TG.Ile.732525	Elizabeth.Chris.WT.Ile.732542	Gail.TG.Con1.732475	Joshua.Jose.WTCec.732546	Chen.Lladser.WT.Fec.732512	Jordan.Lisette.TG.Col.732461	Wang.TG.Con1.732535	Brad.Jon.WT.Ile.732492	Joey.Aaron.Kyle.WT.Oral.732506	Joey.Aaron.Kyle.WT.Abd.732541	Wang.TG.Fec.732515	Chen.Lladser.WT.Ile.732478	Chen.Lladser.WT.Oral.732521	Ryan.WT.Oral.732500	Chen.Lladser.WT.Col.732473	Nick.Krishna.TG.Abd.732510	Joshua.Jose.WTOral.732551	Brad.Jon.WT.Cec.732554	Joshua.Jose.WTIle.732530	Wang.TG.Abd.732547	BLANK11.732489	Chen.Lladser.WT.Con1.732529	Brad.Jon.WT.Con1.732543	Brad.Jon.WT.Abd.732474	TH.CVA.WT.Con1.732476	Nick.Krishna.TG.Con1.732508	Jordan.Lisette.TG.Ile.732463	Gail.TG.Abd.732538	Chen.Lladser.WT.Abd.732488	Nick.Krishna.TG.Oral.732464	Jordan.Lisette.TG.Oral.732539	Elizabeth.Chris.WT.Col.732481	Brad.Jon.WT.Oral.732528	Uri.Jake.TGOral.732536	Elizabeth.Chris.WT.Oral.732520	Ryan.WT.Ile.732523	Wang.TG.Oral.732507	Gail.TG.Oral.732531
Gail.TG.Col.732544	0.729199294302	0.688149253153	0.717587536852	0.722137201217	0.679270341639	0.494694169548	0.455029124764	0.565716959432	0.729896648764	0.513512800565	0.0	0.701075030976	0.72406551985	0.734063862268	0.70657236424	0.47990594314	0.65309012281	0.745137137196	0.739275024829	0.471622017817	0.511373314108	0.557515007749	0.703352519439	0.4176637451	0.4400145957	0.47171828477	0.44878949475	0.601554990646	0.451498231817	0.694900794833	0.454555982903	0.640297814999	0.445221158659	0.751264361547	0.578530242193	0.545258413851	0.527320064474	0.456739756651	0.529076959795	0.48186784737	0.464131783724	0.616989705987	0.53610415864	0.724895559955	0.518906833385	0.545607558362	0.464921088446	0.598126937816	0.505814176628	0.537976247105	0.424484315608	0.563149295647	0.695757722246	0.501849380125	0.58757479763	0.565920048016	0.842240233383	0.478163753293	0.646299737105	0.797996545333	0.839338009594	0.655774818902	0.516036396074	0.555485240994	0.614825491627	0.571397455361	0.51303494604	0.601738789778	0.697983970792	0.810468620948	0.798587232576	0.681528303603	0.863669139257	0.681843587852	0.669424938337	0.685898512584	0.705178449407	0.841476784732
Joey.Aaron.Kyle.WT.Col.732503	0.592050251012	0.546774065024	0.562131983094	0.531004651633	0.566735461552	0.6939699158	0.678867531434	0.737787002068	0.568843290714	0.708034692101	0.701075030976	0.0	0.451574710841	0.544785441901	0.541699805689	0.698896951152	0.584768404979	0.593114112795	0.569743157625	0.681175347785	0.689356987023	0.789287618152	0.426983097074	0.671410428611	0.690438284407	0.688375411046	0.656445516086	0.746688212992	0.731451082719	0.454132502918	0.75562660282	0.809823784001	0.702199013751	0.628825798529	0.800445720099	0.683096084478	0.692710855221	0.693972222689	0.726869553933	0.801275868554	0.731597857231	0.544769964835	0.714284229074	0.546616307572	0.693977433779	0.745672166301	0.731492196802	0.797164379618	0.688395881462	0.690573863703	0.743601566572	0.80722198598	0.624948490936	0.691246674626	0.703072567235	0.729902581836	0.833243099318	0.692161122881	0.714075904621	0.797095886655	0.82334195924	0.783338935687	0.714388512201	0.690275736436	0.74234467807	0.756082403668	0.685820053997	0.779541933942	0.78238902285	0.866511548389	0.772013904251	0.740454234861	0.892006986349	0.790836405494	0.792205463516	0.665296828088	0.810288262426	0.88683518361
Joey.Aaron.Kyle.WT.Cec.732518	0.545001529554	0.557708807138	0.600373240588	0.517955636301	0.622887509914	0.695292661516	0.70767241778	0.760548917885	0.58599754196	0.699791384948	0.72406551985	0.451574710841	0.0	0.564024294918	0.548150689672	0.715749586516	0.555919271659	0.571846120345	0.600243484818	0.685446330339	0.705861408672	0.787723652325	0.44361586995	0.70884239335	0.711945215734	0.705425330865	0.666983662019	0.736377011034	0.739611398306	0.457091917202	0.808913609678	0.81120237625	0.729880288542	0.614063128958	0.788152621226	0.696102022838	0.677200549199	0.709105290713	0.738121401812	0.804037081166	0.747308158177	0.542309176363	0.728930499989	0.571309033092	0.702692521365	0.759264680054	0.725095265181	0.784670014193	0.685177686552	0.676188240762	0.777970218168	0.801769642051	0.609686837439	0.68084285583	0.722460714404	0.737249317661	0.833471828367	0.720384411515	0.731958807517	0.814715034376	0.835458904832	0.775225315367	0.702595889317	0.710143830121	0.70797484833	0.744463755455	0.69984659968	0.769996955546	0.77661584811	0.864157942101	0.786051663697	0.728224460267	0.901123972199	0.801608104139	0.804626317767	0.689803251267	0.832186598518	0.882091769371
Elizabeth.Chris.WT.Cec.732516	0.592604187768	0.501962329788	0.477695302061	0.474659046161	0.603651831883	0.643798996595	0.680334255724	0.66237083528	0.594423778853	0.701438815349	0.734063862268	0.544785441901	0.564024294918	0.0	0.517321429422	0.664788612167	0.61604606741	0.619924431475	0.547397526261	0.692310794629	0.68357077717	0.807798505123	0.533142460723	0.64465058931	0.635926996635	0.661335513719	0.649292646285	0.716191090298	0.755956415139	0.5205443901	0.796195305256	0.82250300047	0.658492690496	0.631126462232	0.809653787848	0.628634915414	0.665478340588	0.656118760059	0.654792969003	0.819317082339	0.752103715839	0.485599933489	0.720142927109	0.594665367	0.673732143838	0.666179182792	0.759972405488	0.804611561843	0.63917025829	0.633070948131	0.742171731374	0.828611830919	0.661348511188	0.632572610046	0.699430619788	0.746348871332	0.848794738168	0.642450954247	0.741532723261	0.801908310688	0.845059672076	0.791836487845	0.705897981908	0.664619853157	0.723667638156	0.774457525111	0.64296075009	0.75810127646	0.781076300794	0.877109624743	0.786704653252	0.725734382535	0.904897626004	0.801560960576	0.796488143574	0.656569955581	0.812172419312	0.904453189443
Elizabeth.Chris.WT.Fec.732549	0.550652100443	0.570682653322	0.634981330195	0.531004671822	0.543979316528	0.677545218514	0.681114485683	0.741326012957	0.597865662413	0.724811806306	0.70657236424	0.541699805689	0.548150689672	0.517321429422	0.0	0.681783740439	0.607099866353	0.603487923726	0.595940621245	0.674730406026	0.694819035733	0.778864727795	0.530424947591	0.685349369978	0.700829527717	0.685204041816	0.649550039733	0.700537003093	0.722709065232	0.57472005612	0.765061932601	0.78538511388	0.723887414291	0.592753131106	0.78675678714	0.697730035888	0.653119306272	0.706623403269	0.723992727303	0.777781679168	0.73848258356	0.479753972142	0.68506007544	0.597058622969	0.680887647002	0.739208581881	0.722235444672	0.791804228355	0.681541826872	0.689233350478	0.72031075499	0.792062930514	0.64335085104	0.695932587757	0.728119043921	0.733197198736	0.844468797041	0.709003551845	0.720692322043	0.796797881237	0.835652673293	0.776486927608	0.690791146996	0.675540890268	0.717716058951	0.761020379344	0.680272552535	0.746616700121	0.781112165619	0.850417154136	0.78057062099	0.720516224398	0.889491091004	0.782209242754	0.781682164159	0.672296203495	0.807262433632	0.893779456737
Uri.Jake.TGCol.732482	0.698412793677	0.649259590168	0.698122072272	0.663490756024	0.662448874696	0.440667236276	0.390288109717	0.504216438729	0.693579490359	0.518345090997	0.47990594314	0.698896951152	0.715749586516	0.664788612167	0.681783740439	0.0	0.62126777994	0.715976079932	0.668994081207	0.483625093424	0.453076233928	0.599971326612	0.689494718194	0.449768617342	0.475064533429	0.420540557291	0.426703304276	0.566434848689	0.465648789653	0.658815623391	0.578578294045	0.726736927773	0.500295865287	0.723819001834	0.589392352533	0.463826426273	0.487387768057	0.48540099918	0.470844532212	0.613272676761	0.58353520741	0.590295798745	0.587408958567	0.694204728781	0.44929532999	0.487820301882	0.589621389283	0.691716267256	0.403805119402	0.523580650371	0.465090672721	0.628069264651	0.687736465478	0.460837038585	0.548307894998	0.560734820639	0.844782784956	0.483308491896	0.668075560128	0.779158989135	0.834355714687	0.655268775496	0.565806679303	0.514988777458	0.606284579528	0.61054659011	0.497000376534	0.626078766491	0.675176225342	0.83368333632	0.778329521053	0.713149573505	0.891471149897	0.721203074193	0.702312195488	0.676805954878	0.744871381283	0.864318662675
Joshua.Jose.WTCon1.732471	0.500040949339	0.578701835926	0.633896854354	0.565013930067	0.64015702476	0.614861109191	0.603659127507	0.66507607739	0.564997872166	0.660587889988	0.65309012281	0.584768404979	0.555919271659	0.61604606741	0.607099866353	0.62126777994	0.0	0.562150243763	0.562302930147	0.602082576264	0.585999031942	0.743376934021	0.573865864819	0.618158872722	0.607482636217	0.594497078981	0.572257158343	0.610433847525	0.658485984218	0.551419299476	0.728672241244	0.758868129485	0.622588062688	0.60066157729	0.701084576985	0.623762499588	0.550812592399	0.621521121394	0.649347616771	0.731039766954	0.657409458909	0.535280593857	0.573339693127	0.521635184396	0.599221799231	0.67357083433	0.611634467155	0.723609909239	0.58475155012	0.58888100872	0.683733349762	0.733607498388	0.530965186217	0.600018049532	0.648201387179	0.620063869258	0.822067053002	0.618667134433	0.669590127186	0.780716714488	0.816808287978	0.705657817229	0.576667871259	0.59061572461	0.614354377681	0.626061327975	0.594667389259	0.671287701413	0.723234644554	0.791171126528	0.760426915344	0.715869797624	0.841602598043	0.74756401013	0.751541812643	0.660706387314	0.725934842605	0.821598090217
Joey.Aaron.Kyle.WT.Con1.732511	0.558447823429	0.617725094823	0.65275306065	0.594880414139	0.64693567381	0.727539843229	0.725024309394	0.759017612324	0.667398821793	0.729634294107	0.745137137196	0.593114112795	0.571846120345	0.619924431475	0.603487923726	0.715976079932	0.562150243763	0.0	0.653108708835	0.70180311124	0.701130830697	0.800601238728	0.574807889988	0.72854146821	0.711000127469	0.702759838888	0.698387571216	0.71268254064	0.746866855146	0.565446607619	0.791917198633	0.785468216835	0.736260655112	0.570473618968	0.792506395967	0.718293367481	0.652631706819	0.726645665617	0.751622949834	0.820030264796	0.738308582477	0.597054556616	0.663784640111	0.649424849818	0.686097338528	0.76319600388	0.712322882595	0.769182583018	0.675080124643	0.660719848543	0.772554209373	0.797042100213	0.619732137761	0.693469004085	0.682904964057	0.705308499674	0.776435873793	0.724254533361	0.687529655526	0.732114959526	0.769209012314	0.714557121903	0.668654846345	0.661377387784	0.681978704421	0.675157276639	0.684194737777	0.713645693404	0.749805161991	0.823185159467	0.728635460674	0.688365868818	0.834515158481	0.775747592731	0.780672601514	0.671837480532	0.740528845807	0.868644453312
Joshua.Jose.WTCol.732534	0.636201001081	0.573500344157	0.57290625533	0.538765326277	0.625737407285	0.680034271874	0.683642256815	0.67881198205	0.469254566985	0.733683051779	0.739275024829	0.569743157625	0.600243484818	0.547397526261	0.595940621245	0.668994081207	0.562302930147	0.653108708835	0.0	0.667749730396	0.698872858194	0.847210883838	0.563466345999	0.63813446713	0.657861751633	0.663066752853	0.643264608125	0.726463718019	0.763979082735	0.560386827817	0.805191562365	0.861087058335	0.677888385063	0.688305924378	0.839911257938	0.655362431863	0.689296345742	0.681341374144	0.662625541948	0.837145778781	0.768132873729	0.556796707064	0.738758008707	0.421932437247	0.671518457005	0.675910350662	0.768792224906	0.846433384503	0.629417483752	0.673341359863	0.761289411409	0.856020785348	0.59449973348	0.671622919277	0.737271022157	0.761309791811	0.881456470271	0.621513955655	0.754548907705	0.844112763199	0.872133738756	0.823174126994	0.7327743701	0.684806094307	0.762144397948	0.791150705452	0.69564843945	0.792227637558	0.816732532834	0.885249785195	0.839941227798	0.807890338591	0.914121312648	0.848641037928	0.849212203983	0.679426600749	0.802045158934	0.913039851486
Chen.Lladser.WT.Cec.732509	0.673807783598	0.668879851898	0.710679310603	0.675895389076	0.66173872887	0.519981887211	0.459388081544	0.60311180837	0.722484296617	0.567004968744	0.471622017817	0.681175347785	0.685446330339	0.692310794629	0.674730406026	0.483625093424	0.602082576264	0.70180311124	0.667749730396	0.0	0.534328104055	0.564636179796	0.682412905817	0.511626952356	0.523364081102	0.453390252952	0.393168137001	0.572009719385	0.534368297634	0.663217966387	0.609004277341	0.664318795505	0.53520290643	0.71339704328	0.552023294823	0.542020509142	0.474309152788	0.54908236875	0.543602722455	0.587195822637	0.542612372906	0.579290967341	0.533533349234	0.688961187283	0.501759350765	0.560138525447	0.516045844128	0.608593841239	0.494846137849	0.551997821764	0.548537266394	0.577836301458	0.684742524855	0.50230142402	0.572101780864	0.612220003039	0.854892034931	0.557512841393	0.706192690999	0.809196967642	0.843135870099	0.644069469186	0.534482854605	0.561513921427	0.555960548028	0.528100036998	0.565080512974	0.658211260761	0.710878167394	0.808411003396	0.796727646996	0.657504401836	0.867870340568	0.739007955207	0.668871284642	0.668957898886	0.711285543744	0.842437184662
